site_id,meter,building_id,min_edge,max_edge,do_const
2,0,198,40,,
2,0,199,15,,
2,0,200,10,,
2,0,201,80,,
2,0,202,30,,
2,0,203,20,,
2,0,205,5,,
2,0,206,10,,
2,0,207,50,,
2,0,208,10,,
2,0,209,20,,
2,0,210,20,,
2,0,212,150,,
2,0,213,50,,1
2,0,215,5,,1
2,0,216,200,,
2,0,217,50,,
2,0,219,5,,
2,0,220,10,,
2,0,221,,65,
2,0,222,12,,
2,0,223,50,,
2,0,224,30,,
2,0,225,40,,
2,0,226,40,,
2,0,228,5,,
2,0,229,5,,
2,0,232,,60,
2,0,234,40,,
2,0,235,50,,
2,0,236,5,,
2,0,239,1,,
2,0,240,,1800,
2,0,243,10,,
2,0,244,,,1
2,0,246,,,1
2,0,247,,,1
2,0,248,,,1
2,0,249,70,,
2,0,253,10,,
2,0,254,11,,
2,0,252,5,,
2,0,256,5,,
2,0,257,10,,
2,0,259,5,,
2,0,261,5,,
2,0,264,5,,
2,0,265,5,,
2,0,269,40,,
2,0,271,140,,
2,0,272,5,,
2,0,275,,100,
2,0,276,80,,
2,0,278,5,,
2,0,281,5,,
2,0,285,10,,
2,0,286,5,,
2,0,231,5,,
2,0,238,8,,
2,0,250,800,,
2,0,263,5,,
2,1,161,30,,
2,1,166,120,,
2,1,168,500,,
2,1,176,250,1600,
2,1,187,5,,
2,1,189,42,,
2,1,198,25,,
2,1,200,18,,
2,1,205,5,,
2,1,206,5,,
2,1,209,,91,
2,1,215,50,,
2,1,222,100,,
2,1,231,50,,
2,1,233,2,,
2,1,252,40,,
2,1,254,30,,
2,1,268,2,,
2,1,273,10,,
2,1,281,20,,
2,1,285,1,,
2,1,192,50,320,
2,1,238,20,,
2,1,247,2,,
2,3,169,1,,
2,3,213,5,,
2,3,232,1,,
2,3,244,10,,
2,3,279,10,,
2,3,284,10,,
2,3,287,5,,
2,3,246,5,,
3,0,291,5,,
3,0,296,100,,
3,0,298,40,450,
3,0,300,2,,
3,0,301,10,,
3,0,302,5,,
3,0,308,20,,
3,0,310,5,,
3,0,311,10,,
3,0,319,20,,
3,0,320,15,,
3,0,323,50,,
3,0,335,,37,
3,0,339,100,,
3,0,341,10,,
3,0,342,60,,
3,0,343,5,,
3,0,347,20,,
3,0,350,200,,
3,0,360,90,,
3,0,361,15,,
3,0,365,50,,
3,0,372,5,,
3,0,373,100,,
3,0,374,20,,
3,0,375,50,,
3,0,376,150,,
3,0,386,25,,
3,0,391,10,,
3,0,392,7,,
3,0,393,60,,
3,0,394,1,,
3,0,395,15,,
3,0,396,1,,
3,0,399,1,,
3,0,404,20,,
3,0,407,5,,
3,0,408,10,,
3,0,409,11,,
3,0,412,1,,
3,0,413,1,,
3,0,414,30,,
3,0,417,32,,
3,0,422,20,,
3,0,425,6,,
3,0,426,100,,
3,0,427,5,,
3,0,429,5,,
3,0,430,600,,
3,0,431,5,,
3,0,432,10,,
3,0,433,,200,
3,0,440,100,,
3,0,441,150,,
3,0,442,1,,
3,0,447,70,,
3,0,448,250,,
3,0,450,100,275,
3,0,451,20,,1
3,0,453,280,,
3,0,456,25,,
3,0,457,0,,
3,0,462,275,,
3,0,466,375,,
3,0,470,0,,
3,0,472,130,,
3,0,473,1000,,
3,0,474,50,,
3,0,475,80,,
3,0,477,30,,
3,0,479,250,,
3,0,480,1200,,
3,0,481,800,,
3,0,482,345,,
3,0,483,33,,
3,0,484,520,,
3,0,486,40,,
3,0,488,,300,
3,0,489,1,,
3,0,491,1,,
3,0,492,1,,
3,0,493,1,,
3,0,494,1,,
3,0,495,1,,
3,0,503,1,,
3,0,504,1,,
3,0,508,1,,
3,0,509,1,,
3,0,510,1,,
3,0,512,1,,
3,0,513,1,,
3,0,525,1,,
3,0,528,1,,
3,0,529,5,,
3,0,531,1,,
3,0,535,1,,
3,0,537,0,,
3,0,544,1,,1
3,0,545,80,,
3,0,549,1,,
3,0,551,1,,
3,0,552,1,,
3,0,554,1,,1
3,0,556,200,,
3,0,557,1,,
3,0,558,5,,
3,0,559,1,,
3,0,560,,20,
3,0,562,2,,
4,0,566,1,,1
4,0,570,1,,
4,0,572,10,,
4,0,576,1,,
4,0,577,1,,
4,0,592,0,,
4,0,593,1,,
4,0,604,1,,
4,0,609,1,,
4,0,611,1,,
4,0,613,1,,
4,0,619,1,,
4,0,620,1,,
4,0,626,1,,1
4,0,627,0,,
4,0,632,1,,
4,0,641,0,,
4,0,645,1,,
4,0,648,1,,
4,0,649,1,,
4,0,651,1,,
4,0,653,1,,
4,0,654,1,,
4,0,655,1,,
5,0,656,1,,
5,0,657,5,,1
5,0,658,1,,
5,0,659,1,,
5,0,660,1,,
5,0,661,1,,
5,0,662,1,,
5,0,663,1,,
5,0,664,1,,
5,0,666,1,,
5,0,667,1,,
5,0,668,1,,
5,0,669,1,,
5,0,670,1,,
5,0,671,0,,
5,0,672,1,,
5,0,674,,,1
5,0,675,30,,
5,0,677,10,,
5,0,678,10,,
5,0,679,140,,
5,0,680,10,,
5,0,681,20,,
5,0,683,1,,
5,0,684,90,,
5,0,685,150,,
5,0,688,40,,
5,0,689,20,,
5,0,690,20,,
5,0,691,110,,
5,0,692,500,,
5,0,693,50,,
5,0,694,200,,
5,0,695,600,,
5,0,697,100,,
5,0,698,1600,,
5,0,700,,4000,
5,0,701,100,,1
5,0,702,3000,7000,
5,0,703,100,,
5,0,704,100,,
5,0,705,,,1
5,0,706,,,1
5,0,708,,800,
5,0,709,1,,
5,0,710,,60,
5,0,711,,1,
5,0,712,,6,
5,0,713,,200,
5,0,715,,40,
5,0,717,,9,
5,0,718,,35,
5,0,719,,40,
5,0,720,,35,
5,0,721,,150,
5,0,722,,35,
5,0,723,,80,
5,0,724,,35,
5,0,725,,16,
5,0,727,,36,
5,0,728,,1,
5,0,729,,175,
5,0,730,,200,
5,0,731,,33,
5,0,732,,35,
5,0,733,,10,
5,0,734,,6,
5,0,735,,70,
5,0,736,,150,
5,0,741,,2700,
5,0,744,,1000,
5,0,739,,400,
6,0,746,,60,
6,0,747,,60,
6,0,749,,600,
6,0,750,,300,
6,0,756,,3000,
6,0,758,,100,
6,0,759,,1600,
6,0,762,,150,
6,0,767,,100,
6,0,769,,1000,
6,0,770,,100,
6,0,773,,300,
6,0,778,,200,
6,0,780,,1000,
6,0,781,,80,
6,0,782,,200,
6,0,785,,80,
6,0,788,,200,
6,1,745,,80,
6,1,750,,500,
6,1,753,,80,
6,1,755,,90,
6,1,765,,350,
6,1,767,,350,
6,1,769,,350,
6,1,770,,500,
6,1,771,,1000,
6,1,776,,1500,
6,1,777,,60,
6,1,780,,100,
6,1,786,,170,
6,1,787,,200,
6,2,745,,750,
6,2,750,,125,
6,2,753,,600,
6,2,762,,80,
6,2,764,,2000,
6,2,765,,650,
6,2,766,,400,
6,2,767,,80,
6,2,769,,600,
6,2,770,,125,
6,2,771,,70,
6,2,772,,175,
6,2,776,,1000,
6,2,784,,300,
6,2,759,,100,
7,0,797,,450,
7,0,798,,40,
7,0,799,,50,
7,0,801,,1500,
7,0,802,,900,
7,0,803,,800,
7,0,793,,35,
7,0,800,,400,
7,1,789,,600,
7,1,790,,35,
7,1,791,8,,
7,1,792,,30,
7,1,793,,40,
7,1,801,,31,
7,2,800,,115,
7,2,801,,190,
7,2,803,,550,
8,0,804,,800,
8,0,806,,120,
8,0,807,,28,
8,0,808,,200,
8,0,809,,350,
8,0,823,,350,
8,0,824,,1300,
8,0,825,,2000,
8,0,828,,2000,
8,0,829,,160,
8,0,831,,700,
8,0,832,,600,
8,0,833,,330,
8,0,838,,80,
8,0,842,,800,
8,0,843,,700,
8,0,844,,60,
8,0,846,,400,
8,0,850,,70,
8,0,851,,1000,
8,0,852,,400,
8,0,853,,400,
8,0,857,,300,
8,0,860,,90,
8,0,862,,400,
8,0,868,,500,
8,0,869,,300,
9,0,874,,155,
9,0,875,,1500,
9,0,876,,100,
9,0,878,,200,
9,0,879,,400,
9,0,880,,125,
9,0,881,,50,
9,0,882,,250,
9,0,883,,190,
9,0,884,,1000,
9,0,885,,77,
9,0,886,,45,
9,0,887,,150,
9,0,888,,650,
9,0,889,,50,
9,0,890,,250,
9,0,891,,200,
9,0,892,,130,
9,0,893,,70,
9,0,894,,3500,
9,0,895,,350,
9,0,896,,70,
9,0,897,,200,
9,0,898,,250,
9,0,899,,300,
9,0,900,,350,
9,0,901,5,150,
9,0,902,,1000,
9,0,903,1,60,
9,0,904,1,100,
9,0,905,,200,
9,0,906,5,,
9,0,907,1,120,
9,0,908,,60,
9,0,909,10,200,
9,0,910,,140,
9,0,911,5,,
9,0,912,50,300,
9,0,913,5,,
9,0,914,10,200,
9,0,915,,300,
9,0,916,,175,
9,0,917,,275,
9,0,918,100,450,
9,0,919,100,,
9,0,920,,800,
9,0,921,5,,
9,0,922,10,,
9,0,923,60,,
9,0,924,15,,
9,0,925,100,,
9,0,926,1,,
9,0,927,40,,
9,0,928,80,,
9,0,929,60,,
9,0,930,5,,
9,0,931,80,,
9,0,932,50,,
9,0,935,50,,
9,0,936,15,,
9,0,937,12,,
9,0,940,1,,
9,0,941,1,,
9,0,942,,200,
9,0,944,30,,
9,0,945,35,,
9,0,946,45,,
9,0,947,90,,
9,0,948,5,,
9,0,949,5,,
9,0,951,10,,
9,0,952,100,,
9,0,953,1,,
9,0,954,1,,
9,0,955,200,,
9,0,956,1,,
9,0,957,1,17,
9,0,958,50,175,
9,0,959,5,,
9,0,960,75,600,1
9,0,961,20,,
9,0,962,15,,
9,0,963,5,40,
9,0,964,300,,
9,0,965,25,200,
9,0,966,100,,
9,0,967,200,,
9,0,968,100,575,
9,0,969,10,,
9,0,970,2000,,
9,0,971,150,,
9,0,972,150,,
9,0,973,75,,
9,0,974,400,,
9,0,975,9,,
9,0,976,40,,
9,0,977,1,,
9,0,978,100,,1
9,0,979,15,250,
9,0,980,100,,
9,0,981,20,,
9,0,982,30,,
9,0,983,40,,
9,0,984,350,,
9,0,985,125,,
9,0,986,,225,
9,0,987,2,6,
9,0,988,5,,
9,0,989,20,,
9,0,990,30,,
9,0,991,20,,1
9,0,992,100,325,
9,0,993,40,,
9,0,994,60,,
9,0,995,1,205,
9,0,996,100,300,
9,0,997,60,200,
9,1,874,,200,
9,1,875,50,225,
9,1,878,500,,
9,1,879,15,,
9,1,880,80,195,
9,1,883,1,,
9,1,885,150,400,
9,1,886,5,,
9,1,887,500,,
9,1,888,400,,
9,1,889,25,,
9,1,890,40,,
9,1,891,250,,
9,1,893,20,100,
9,1,894,700,1500,
9,1,895,200,,
9,1,896,40,,
9,1,898,300,,
9,1,899,100,200,
9,1,900,100,550,1
9,1,901,600,5000,
9,1,903,100,200,
9,1,905,100,650,
9,1,906,500,4000,
9,1,907,15,,
9,1,908,15,,
9,1,910,30,,
9,1,911,1,,
9,1,912,30,140,
9,1,913,,250,
9,1,914,,5000,
9,1,915,,800,
9,1,916,20,,
9,1,917,25,,
9,1,918,100,,1
9,1,920,10,40,
9,1,921,25,,
9,1,922,50,,1
9,1,923,15,55,
9,1,924,35,,
9,1,925,350,,
9,1,926,1,,
9,1,927,25,,
9,1,928,20,250,
9,1,929,75,,
9,1,931,15,55,
9,1,932,12,,
9,1,934,300,750,
9,1,935,25,180,
9,1,942,30,,
9,1,945,30,,
9,1,946,15,,
9,1,948,10,30,1
9,1,949,400,,
9,1,951,150,250,
9,1,952,50,200,
9,1,953,40,,
9,1,954,125,300,
9,1,955,150,300,
9,1,956,180,400,
9,1,957,100,225,
9,1,958,20,135,
9,1,959,600,1300,
9,1,960,,35,
9,1,961,150,,
9,1,962,10,,
9,1,963,50,,
9,1,964,80,,
9,1,965,40,300,
9,1,966,,40,
9,1,967,200,650,
9,1,968,,,1
9,1,969,,,1
9,1,971,,,1
9,1,972,,,1
9,1,973,50,,
9,1,974,100,,
9,1,975,200,,
9,1,976,,260,
9,1,978,1200,,
9,1,979,500,,
9,1,980,500,,
9,1,981,500,,
9,1,983,300,,
9,1,987,12,,
9,1,989,30,,
9,1,990,300,,
9,1,991,35,,
9,1,992,,500,
9,1,993,,800,
9,1,994,,,1
9,1,995,,,1
9,1,996,10,,
9,1,997,400,,
9,2,875,100,,
9,2,876,10,,
9,2,878,100,,
9,2,879,,40,
9,2,880,700,,
9,2,885,200,,
9,2,886,80,,
9,2,887,650,,
9,2,888,70,,
9,2,889,320,,
9,2,890,60,,
9,2,894,120,,
9,2,895,,130,
9,2,896,20,,
9,2,898,20,,
9,2,899,30,,
9,2,900,50,,
9,2,901,5,,
9,2,903,100,,
9,2,905,20,,
9,2,906,300,,
9,2,907,390,,
9,2,908,60,,
9,2,910,120,,
9,2,911,200,,
9,2,912,,,1
9,2,913,,,1
9,2,914,1,,
9,2,915,,,1
9,2,916,,4500,
9,2,917,,7000,
9,2,918,,10000,
9,2,920,,10000,
9,2,921,,1700,
9,2,922,,25000,1
9,2,924,,,1
9,2,925,,,1
9,2,926,,,1
9,2,927,,,1
9,2,928,,150,
9,2,929,,3000,
9,2,931,,3500,
9,2,932,,400,
9,2,933,,400,
9,2,934,,200,
9,2,942,,800,
9,2,945,,1200,
9,2,946,,400,
9,2,948,,800,
9,2,949,1,4000,
9,2,951,,250,
9,2,952,,330,
9,2,953,1,,
9,2,954,,2000,
9,2,955,,6,
9,2,956,,1500,
9,2,957,,1200,
9,2,958,,3000,
9,2,959,,4000,
9,2,960,,5000,
9,2,961,,,1
9,2,962,,,1
9,2,963,,,1
9,2,964,,500,
9,2,965,,1500,
9,2,966,,1500,
9,2,967,,500,
9,2,968,,1000,
9,2,969,1,,
9,2,971,,1500,
9,2,972,,1000,
9,2,973,,10,
9,2,974,,1500,
9,2,976,,1000,
9,2,978,,2000,
9,2,979,,7000,
9,2,980,,1500,
9,2,981,10,,
9,2,983,10,,
9,2,987,250,,
9,2,989,100,,
9,2,991,,,1
9,2,992,,,1
9,2,993,,1200,
9,2,994,,1000,
9,2,995,,300,
9,2,996,,5000,
9,2,997,,1700,
10,0,998,,3000,
10,0,999,,500,
10,0,1000,,1200,
10,0,1004,,400,
10,0,1005,,1500,
10,0,1006,,1000,
10,0,1008,,3000,
10,0,1009,,350,
10,0,1011,,200,
10,0,1012,,700,
10,0,1013,,400,
10,0,1014,,1500,
10,0,1017,,200,
10,0,1018,,1300,
10,0,1019,,1500,
10,0,1020,,300,
10,0,1021,,4500,
10,0,1022,,200,
10,0,1023,,500,
10,1,1003,,700,
10,1,1015,,1500,
10,1,1017,,800,
10,1,1018,,2000,
10,1,1022,,300,
10,3,1000,,4500,
10,3,1008,,3000,
10,3,1012,,1100,
10,3,1017,,350,
10,3,1018,,1000,
10,3,1021,,400,
10,3,1022,,900,
11,0,1029,,3000,
11,0,1031,,1500,
11,0,1032,,500,
11,3,1029,,1800,
11,3,1032,,350,
12,0,1035,,250,
12,0,1036,,5000,
12,0,1038,,2600,
12,0,1039,,2000,
12,0,1040,,2000,
12,0,1041,,2300,
12,0,1042,,1800,
12,0,1043,35,140,
12,0,1044,,600,
12,0,1045,,4500,
12,0,1046,,2500,
12,0,1047,,280,
12,0,1048,,600,
12,0,1049,,750,
12,0,1049,,1000,
12,0,1051,,3200,
12,0,1053,,20000,
12,0,1055,,4000,
12,0,1065,,700,
12,0,1057,,1000,
12,0,1058,,4000,
12,0,1059,,1100,
12,0,1060,,400,
12,0,1062,,2500,
12,0,1063,,2500,
12,0,1064,,1000,
12,0,1065,,2000,
12,0,1066,,300,
12,0,1067,,3000,
12,0,1068,,1500,
13,0,1069,,1500,
13,0,1070,,1400,
13,0,1071,,1700,
13,0,1073,,2000,
13,0,1074,,1500,
13,0,1075,,500,
13,0,1079,,2500,
13,0,1080,,550,
13,0,1082,,1600,
13,0,1083,,350,
13,0,1084,,150,
13,0,1086,,1000,
13,0,1087,,1100,
13,0,1088,,1500,
13,0,1089,,1000,
13,0,1090,,850,
13,0,1091,,400,
13,0,1092,,375,
13,0,1093,,10000,
13,0,1095,,1500,
13,0,1096,,300,
13,0,1097,,1000,
13,0,1098,,300,
13,0,1100,,1000,
13,0,1101,,7000,
13,0,1102,,2000,
13,0,1106,,0,
13,0,1107,,0,
13,0,1109,,5000,
13,0,1111,,500,
13,0,1114,,6000,
13,0,1115,,1200,
13,0,1117,,60,
13,0,1119,,500,
13,0,1120,,1500,
13,0,1121,1500,,
13,0,1122,,950,
13,0,1024,,400,
13,0,1125,60,110,
13,0,1126,,50,
13,0,1127,,4000,
13,0,1128,,,1
13,0,1129,,,1
13,0,1130,,,1
13,0,1131,,,1
13,0,1133,,3500,
13,0,1134,,1000,
13,0,1135,,1500,
13,0,1137,,1250,
13,0,1139,,1050,
13,0,1140,,400,
13,0,1142,,2500,
13,0,1143,,2000,
13,0,1144,,5000,
13,0,1146,,3400,
13,0,1148,,1500,
13,0,1149,,8000,
13,0,1150,,350,
13,0,1152,,80,
13,0,1153,,1700,
13,0,1154,,4500,
13,0,1156,,400,
13,0,1157,,1000,
13,0,1158,,2200,
13,0,1159,,2000,
13,0,1160,,8000,
13,0,1162,,12500,
13,0,1163,20,,
13,0,1165,1,,
13,0,1166,125,,
13,0,1167,,600,
13,0,1168,,500,
13,0,1169,1,,1
13,0,1170,1,,
13,0,1171,,500,
13,0,1172,500,,
13,0,1174,10,,
13,0,1175,,6000,
13,0,1176,,3500,
13,0,1177,,1000,
13,0,1178,,1750,
13,0,1179,,1000,
13,0,1182,,3,
13,0,1184,,3000,
13,0,1185,10,,
13,0,1186,,,1
13,0,1188,200,1400,1
13,0,1190,,8000,1
13,0,1191,500,,
13,0,1193,,1000,
13,0,1194,,1900,
13,0,1196,,150,
13,0,1198,,1500,
13,0,1199,,1000,
13,0,1200,,300,
13,0,1202,,1000,
13,0,1203,,500,
13,0,1206,,2000,
13,0,1207,,500,
13,0,1208,,1500,
13,0,1209,,400,
13,0,1210,,500,
13,0,1211,,1000,
13,0,1212,,220,
13,0,1213,,1200,
13,0,1214,,600,
13,0,1216,,1000,
13,0,1217,,2300,
13,0,1218,,200,
13,0,1219,,250,
13,0,1221,,300,
13,0,1222,,1000,
13,0,1103,,300,
13,0,1147,,1000,
13,0,1183,,120,
13,0,1189,,1200,
13,1,1088,,750,
13,1,1129,,600,
13,1,1139,,250,
13,1,1154,,1250,
13,1,1160,,500,
13,1,1161,,500,
13,1,1164,,1000,
13,1,1169,,550,
13,1,1176,,1200,
13,1,1201,,250,
13,1,1202,,200,
13,1,1216,,3000,
13,1,1220,,700,
13,1,1092,,600,
13,1,1097,,1000,
13,1,1119,,1800,
13,1,1167,,80,
13,2,1075,,500,
13,2,1076,,250,
13,2,1077,,1300,
13,2,1079,,650,
13,2,1080,,100,
13,2,1086,,400,
13,2,1090,,550,
13,2,1091,,1000,
13,2,1092,,1300,
13,2,1098,,5000,
13,2,1111,,1850,
13,2,1117,,300,
13,2,1121,,1000,
13,2,1129,,1300,
13,2,1139,,2000,
13,2,1141,,300,
13,2,1152,,2000,
13,2,1154,,1000,
13,2,1157,,250,
13,2,1167,,700,
13,2,1171,,150,
13,2,1176,,1750,
13,2,1189,,600,
13,2,1203,,500,
13,2,1088,,500,
13,2,1158,,600,
13,2,1185,,1500,
14,0,1243,,500,
14,0,1249,,600,
14,0,1252,,40,
14,0,1280,,2000,
14,0,1284,,230,
14,0,1288,,150,
14,0,1289,,400,
14,0,1290,,2300,
14,0,1291,,750,
14,0,1296,,450,
14,0,1297,,300,
14,0,1298,,250,
14,0,1299,,5000,
14,0,1318,,750,
14,0,1319,,200,
14,0,1313,,500,
14,0,1320,,250,
14,1,1225,,3000,
14,1,1227,,1800,
14,1,1236,5,,
14,1,1237,,700,
14,1,1239,,7000,
14,1,1242,,11100,
14,1,1243,,8500,
14,1,1244,,15000,
14,1,1249,,7000,
14,1,1267,,2700,
14,1,1269,,1450,
14,1,1275,,9000,
14,1,1276,1,,
14,1,1280,,4000,1
14,1,1283,500,8000,
14,1,1285,1,,
14,1,1296,1000,14000,
14,1,1297,,35000,
14,1,1299,150,,
14,1,1301,1,,
14,1,1311,,3000,
14,1,1321,1,,
14,2,1225,1,,
14,2,1248,,11000,
14,2,1249,,,1
14,2,1254,,,1
14,2,1256,,,1
14,2,1263,,3000,
14,2,1285,,2000,
14,2,1288,,3000,
14,2,1291,,800,
14,2,1303,,1500,
14,2,1315,,8000,
14,3,1223,,3500,
14,3,1224,,10000,
14,3,1227,,6500,
14,3,1229,,8000,
14,3,1230,,3500,
14,3,1231,,4000,
14,3,1232,200,,
14,3,1236,,1000,
14,3,1237,,120,
14,3,1244,,150,
14,3,1251,,1000,
14,3,1255,,125,
14,3,1258,,1000,
14,3,1260,1200,,
14,3,1262,,250,
14,3,1268,,375,
14,3,1269,,60,
14,3,1270,,600,
14,3,1271,10,,
14,3,1274,30,,
14,3,1293,,600,
14,3,1294,,200,
14,3,1295,,2,
14,3,1296,,200,
14,3,1297,,10,
14,3,1298,,,1
14,3,1300,,3000,
14,3,1311,,8,
14,3,1317,,300,
14,3,1321,,3000,
14,3,1322,,6000,
14,3,1323,,120000,
15,0,1325,,2300,
15,0,1328,,350,
15,0,1329,,500,
15,0,1333,,1500,
15,0,1335,,1000,
15,0,1337,,1000,
15,0,1347,,1000,
15,0,1365,,1200,
15,0,1377,,500,
15,0,1378,,4000,
15,0,1379,,600,
15,0,1380,,1000,
15,0,1383,,1500,
15,0,1387,,2500,
15,0,1390,,6000,
15,0,1399,,12000,
15,0,1401,,1200,
15,0,1413,,2000,
15,0,1414,,1600,
15,0,1423,,3000,
15,0,1427,,1500,
15,0,1428,,1000,
15,0,1430,,1000,
15,0,1432,,1500,
15,0,1434,,250,
15,0,1439,,2000,
15,0,1441,,150,
15,1,1331,,400,
15,1,1363,,3000,
15,1,1377,,400,
15,1,1382,,1200,
15,2,1337,,4000,
15,2,1355,,7000,
15,2,1426,,5000,
15,2,1442,,4500,
0,0,102,1,,
0,0,103,1,,
